customer_number,usia,pekerjaan,status_perkawinan,pendidikan,gagal_bayar_sebelumnya,pinjaman_rumah,pinjaman_pribadi,jenis_kontak,bulan_kontak_terakhir,hari_kontak_terakhir,jumlah_kontak_kampanye_ini,hari_sejak_kontak_sebelumnya,jumlah_kontak_sebelumnya,hasil_kampanye_sebelumnya,tingkat_variasi_pekerjaan,indeks_harga_konsumen,indeks_kepercayaan_konsumen,suku_bunga_euribor_3bln,jumlah_pekerja,pulau,berlangganan_deposito
532449,42,pemilik bisnis,menikah,Diploma,unknown,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,NTT,0
754601,32,sosial media specialis,menikah,SMA,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,Bali,0
599464,37,teknisi,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,NTT,0
801045,37,sosial media specialis,cerai,Pendidikan Tinggi,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,NTT,0
238564,80,pensiunan,menikah,Tidak Tamat SD,no,no,no,cellular,may,mon,1,3,3,success,-1.8,93.876,-40.0,0.697,5008.7,NTT,1
919981,34,pekerja kasar,menikah,Diploma,no,yes,yes,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,NTT,0
295025,50,manajer,menikah,Diploma,no,unknown,unknown,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sumatera,0
333231,36,asisten rumah tangga,cerai,Tidak Tamat SD,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,Papua,0
339216,44,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Bali,0
103594,21,sosial media specialis,lajang,SMA,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,NTT,0
622967,48,pekerja kasar,cerai,Diploma,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,NTT,0
379117,31,teknisi,lajang,Pendidikan Tinggi,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,Bali,0
505780,32,sosial media specialis,lajang,SMA,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Jawa,0
923606,47,pekerja kasar,lajang,SMP,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,NTB,0
677722,55,pensiunan,menikah,SMP,unknown,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,Bali,0
131621,50,penyedia jasa,lajang,Tidak Tamat SD,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Bali,0
505737,29,manajer,lajang,SMP,no,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Bali,1
628596,25,mahasiswa,lajang,SMA,no,yes,yes,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,NTT,0
434225,55,teknisi,cerai,Pendidikan Tinggi,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Jawa,0
930762,57,pekerja kasar,menikah,Tidak Tamat SD,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Papua,0
225977,45,sosial media specialis,menikah,unknown,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,Bali,0
259780,40,asisten rumah tangga,lajang,Pendidikan Tinggi,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,NTT,0
151373,47,pekerja kasar,menikah,SD,no,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Papua,0
402384,42,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Kalimantan,0
865527,37,teknisi,menikah,Diploma,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,NTB,0
802109,40,teknisi,menikah,Diploma,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NTB,0
815193,53,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,1,999,1,failure,-2.9,92.201,-31.4,0.821,5076.2,NTB,1
860701,36,sosial media specialis,lajang,Pendidikan Tinggi,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,Jawa,1
359521,37,pekerja kasar,menikah,SD,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,Sumatera,1
895029,61,sosial media specialis,menikah,SMA,no,yes,no,cellular,oct,mon,4,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,Jawa,0
854927,48,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,Bali,0
103874,42,pekerja kasar,menikah,Tidak Tamat SD,unknown,yes,yes,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,Papua,0
416342,40,manajer,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Sulawesi,0
678213,53,manajer,menikah,Pendidikan Tinggi,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Papua,0
125533,40,pekerja kasar,lajang,SMP,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,Bali,0
207615,35,sosial media specialis,menikah,SMA,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Jawa,0
918168,46,pekerja kasar,menikah,SMP,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Kalimantan,0
573569,47,teknisi,menikah,Diploma,unknown,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,0
914523,29,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,jul,tue,1,999,2,failure,-1.7,94.215,-40.3,0.835,4991.6,NTB,0
831013,49,entrepreneur,menikah,Diploma,unknown,no,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Bali,0
919046,51,pekerja kasar,menikah,SMP,unknown,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Sulawesi,0
929292,38,teknisi,menikah,Diploma,no,yes,no,cellular,jun,tue,4,3,1,success,-2.9,92.963,-40.8,1.286,5076.2,Jawa,1
332204,51,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.829,5076.2,Sulawesi,1
746264,28,pekerja kasar,lajang,SMA,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,Jawa,0
618317,56,pekerja kasar,menikah,Tidak Tamat SD,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Sulawesi,0
793373,39,penyedia jasa,menikah,SMA,unknown,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,NTT,0
803313,59,teknisi,menikah,Pendidikan Tinggi,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,NTT,0
190764,44,teknisi,lajang,SMP,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,NTB,0
254327,26,penyedia jasa,lajang,SMA,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,Bali,0
718310,35,teknisi,lajang,Pendidikan Tinggi,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,NTT,0
537907,50,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Sulawesi,0
961619,55,teknisi,menikah,Diploma,no,no,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Jawa,0
591300,49,teknisi,menikah,Diploma,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Kalimantan,0
306730,35,entrepreneur,menikah,SMA,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,NTB,1
114236,36,manajer,menikah,Pendidikan Tinggi,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Sumatera,0
802008,51,pekerja kasar,cerai,unknown,unknown,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTT,0
284274,48,manajer,menikah,SMA,unknown,no,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Jawa,0
799724,30,sosial media specialis,lajang,SMA,no,no,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,NTB,0
692208,42,pekerja kasar,menikah,SMP,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,NTB,0
973404,82,pensiunan,cerai,Tidak Tamat SD,no,no,no,cellular,apr,mon,1,6,2,success,-1.8,93.749,-34.6,0.643,5008.7,Bali,1
863530,41,sosial media specialis,cerai,SMA,no,unknown,unknown,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Sumatera,0
167288,46,teknisi,lajang,SMP,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,NTT,0
734214,46,penyedia jasa,menikah,SMA,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,Sulawesi,0
943043,54,sosial media specialis,menikah,SMA,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Jawa,0
550476,47,pekerja kasar,menikah,SMP,no,no,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,Sumatera,0
257216,40,penyedia jasa,menikah,SMP,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Sulawesi,0
800786,30,teknisi,lajang,Diploma,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Papua,0
925826,35,pekerja kasar,lajang,SMA,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Bali,0
632743,27,penyedia jasa,lajang,Pendidikan Tinggi,no,no,no,cellular,mar,mon,6,999,1,failure,-1.8,93.369,-34.8,0.652,5008.7,Jawa,0
887444,41,pekerja kasar,lajang,Tidak Tamat SD,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,Bali,0
610667,52,penyedia jasa,menikah,SMA,unknown,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Sulawesi,0
809207,43,asisten rumah tangga,cerai,Diploma,no,no,yes,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Bali,0
226380,33,penyedia jasa,menikah,SMA,unknown,yes,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,Sumatera,0
522822,47,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,Papua,0
955386,45,pekerja kasar,menikah,Tidak Tamat SD,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,Sulawesi,0
947411,71,pensiunan,menikah,Diploma,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,Bali,0
137840,35,sosial media specialis,menikah,Diploma,no,yes,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,NTT,0
462670,34,pekerja kasar,menikah,Diploma,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,Jawa,0
641731,36,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,Jawa,0
594288,55,pekerja kasar,menikah,SMP,unknown,no,yes,cellular,may,tue,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Papua,1
269884,49,teknisi,menikah,Diploma,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,NTT,0
258187,29,penyedia jasa,lajang,SMA,no,yes,no,cellular,nov,wed,3,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,Sumatera,0
211961,38,pekerja kasar,menikah,SMA,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,0
847314,49,asisten rumah tangga,lajang,SMA,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,NTT,0
454491,31,manajer,lajang,Pendidikan Tinggi,no,yes,no,telephone,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Jawa,0
806666,33,teknisi,lajang,SMA,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Papua,0
322279,49,manajer,menikah,Pendidikan Tinggi,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,NTT,0
530523,37,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,Papua,0
437652,39,teknisi,menikah,SMA,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,Kalimantan,0
428025,30,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,Bali,0
801396,49,teknisi,menikah,Diploma,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,Papua,0
244758,27,sosial media specialis,lajang,SMA,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,Bali,0
409019,50,pensiunan,menikah,Diploma,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Jawa,1
626277,46,asisten rumah tangga,menikah,SMA,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,Papua,1
937000,30,pekerja kasar,menikah,SMP,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Sumatera,0
955776,31,sosial media specialis,lajang,SMA,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Jawa,0
387311,45,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,Bali,0
869173,26,teknisi,lajang,Diploma,no,yes,no,cellular,sep,fri,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,NTT,1
775916,29,sosial media specialis,lajang,SMA,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTB,0
202435,48,penyedia jasa,menikah,SMA,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,NTB,0
712566,35,penyedia jasa,menikah,SMA,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,NTB,0
623634,46,pekerja kasar,menikah,SD,unknown,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Sulawesi,0
340843,27,pekerja kasar,lajang,SMP,no,no,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Jawa,0
110480,49,sosial media specialis,menikah,SMA,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Kalimantan,0
457336,31,sosial media specialis,menikah,SMA,unknown,yes,no,telephone,may,tue,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,Sulawesi,0
952201,37,teknisi,menikah,Diploma,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Sulawesi,0
654057,60,sosial media specialis,menikah,unknown,unknown,yes,no,cellular,dec,wed,1,999,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,Sulawesi,1
200004,45,pekerja kasar,menikah,SD,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Bali,0
746464,40,penyedia jasa,menikah,SMA,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,NTB,0
919140,43,pekerja kasar,cerai,SMP,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Jawa,0
846493,41,sosial media specialis,cerai,SMA,no,no,no,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.635,5008.7,Jawa,1
919285,45,sosial media specialis,lajang,Pendidikan Tinggi,no,no,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,Sumatera,0
243491,71,pensiunan,menikah,Tidak Tamat SD,no,no,no,cellular,nov,tue,2,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,Papua,0
312502,36,teknisi,menikah,Diploma,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,Jawa,0
906921,52,sosial media specialis,menikah,Pendidikan Tinggi,no,yes,no,cellular,aug,mon,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Papua,0
666451,45,entrepreneur,menikah,Tidak Tamat SD,unknown,no,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,NTT,0
221180,40,pekerja kasar,lajang,Diploma,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Kalimantan,0
355333,60,pensiunan,cerai,Pendidikan Tinggi,no,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Sumatera,0
664225,24,teknisi,lajang,SMP,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Sumatera,0
467745,36,sosial media specialis,lajang,SMA,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,Sulawesi,0
202081,44,manajer,menikah,SMP,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,Jawa,0
376195,41,pekerja kasar,cerai,Tidak Tamat SD,no,yes,no,cellular,apr,thu,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,Bali,0
900013,28,pekerja kasar,lajang,SMP,no,no,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,Papua,0
411707,48,sosial media specialis,menikah,SMA,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,Sulawesi,0
770794,36,pekerja kasar,menikah,Diploma,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,Jawa,0
684556,45,asisten rumah tangga,menikah,SMA,unknown,no,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Kalimantan,0
752830,33,pekerja kasar,menikah,SMP,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Papua,0
728558,71,pensiunan,menikah,Diploma,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,Sulawesi,1
530086,40,entrepreneur,menikah,SMP,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Jawa,0
511209,39,manajer,cerai,Pendidikan Tinggi,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sumatera,0
512201,39,penyedia jasa,menikah,SMA,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,NTT,0
531313,38,entrepreneur,menikah,SMP,no,yes,yes,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Sumatera,0
598126,34,sosial media specialis,lajang,Pendidikan Tinggi,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,Kalimantan,0
255184,31,pekerja kasar,menikah,SMP,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Jawa,0
693112,35,pengangguran,menikah,Pendidikan Tinggi,no,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,Kalimantan,0
864281,56,sosial media specialis,menikah,SMP,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,NTT,0
811581,28,teknisi,menikah,SMA,no,yes,no,cellular,sep,mon,1,4,1,success,-3.4,92.379,-29.8,0.797,5017.5,Jawa,0
430520,40,pengangguran,menikah,Pendidikan Tinggi,no,yes,yes,cellular,sep,wed,4,999,0,nonexistent,-3.4,92.379,-29.8,0.813,5017.5,Sulawesi,0
778833,34,teknisi,menikah,Pendidikan Tinggi,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Kalimantan,0
969079,33,teknisi,menikah,Diploma,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Bali,0
617079,43,pekerja kasar,menikah,Tidak Tamat SD,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Jawa,0
981965,38,entrepreneur,menikah,Pendidikan Tinggi,unknown,no,no,telephone,may,tue,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Bali,0
433142,35,teknisi,menikah,Diploma,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Sulawesi,0
121210,47,pekerja kasar,menikah,Tidak Tamat SD,unknown,no,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Jawa,0
806415,29,sosial media specialis,lajang,SMA,no,yes,yes,telephone,apr,wed,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Jawa,0
761291,60,pensiunan,menikah,SMA,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,NTT,1
623311,59,pekerja kasar,menikah,SMP,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,Sumatera,0
629003,29,sosial media specialis,cerai,SMP,no,yes,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,NTB,0
494422,31,pekerja kasar,lajang,SMP,no,unknown,unknown,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Sulawesi,0
784117,37,penyedia jasa,menikah,SMA,no,no,no,telephone,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,NTB,0
152349,46,asisten rumah tangga,menikah,SMP,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Bali,0
490184,32,entrepreneur,menikah,SMA,unknown,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTB,0
655551,47,sosial media specialis,cerai,Pendidikan Tinggi,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,Kalimantan,1
101102,31,penyedia jasa,lajang,SMP,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,NTB,1
273014,32,pekerja kasar,menikah,Tidak Tamat SD,no,no,no,cellular,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,NTB,0
438174,44,penyedia jasa,menikah,SMA,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Sumatera,0
294908,42,entrepreneur,menikah,SMA,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Sulawesi,0
742424,50,pekerja kasar,menikah,unknown,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,Sumatera,1
175738,44,sosial media specialis,cerai,Pendidikan Tinggi,no,no,no,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,NTT,0
443813,49,pekerja kasar,menikah,Tidak Tamat SD,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,NTB,0
740601,31,sosial media specialis,lajang,Pendidikan Tinggi,unknown,no,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,Kalimantan,0
572602,50,pekerja kasar,menikah,SD,unknown,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NTT,0
712684,56,manajer,menikah,Pendidikan Tinggi,no,no,no,telephone,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,Papua,0
767310,33,penyedia jasa,menikah,SMP,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Bali,0
653208,53,penyedia jasa,menikah,SD,no,yes,no,cellular,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Sumatera,0
155460,32,penyedia jasa,menikah,SMA,no,yes,no,telephone,jun,mon,32,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,NTB,0
697492,28,penyedia jasa,menikah,SMP,no,yes,no,cellular,oct,fri,1,2,1,success,-3.4,92.431,-26.9,0.739,5017.5,Sumatera,1
110444,32,teknisi,lajang,Diploma,no,no,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,Papua,0
168691,34,pekerja kasar,menikah,SMP,no,yes,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,Sumatera,0
120672,23,penyedia jasa,lajang,SMA,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Jawa,0
